,X.1,scientificName,id,institutionCode,collectionCode,basisOfRecord,occurrenceID,X,kingdom,phylum,scientificNameAuthorship,genus,specificEpithet,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,verbatimEventDate,substrate,country,stateProvince,county,locality,localitySecurity,decimalLatitude,decimalLongitude,verbatimCoordinates,modified,collId,recordId,references,File.Name,Notes,Quality,Chemistry,Chemistry.Author,Source,Family,Order,Class,Morphology,Photobiont,name,spectra_ID
782790.1986_0000,148,Flavopunctelia praesignis,743030,MIN,Lichens,PreservedSpecimen,urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02,782790,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55679,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Across Canyon From Campground; Chiricahua National Monument,0,32.01361111,-109.3483333,"32°00'49""N, 109°20'54""W",6/2/2016 12:52,11,urn:uuid:b8c5f3e5-616a-4f48-95b6-2deb47c9a731,http://bellatlas.umn.edu/collections/individual/index.php?occid=695277,782790.1986,,good,"usnic, lecanoric, and 5-chlorocanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782790.1986,782790.1986_0000
782790.1986_0001,148,Flavopunctelia praesignis,743030,MIN,Lichens,PreservedSpecimen,urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02,782790,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55679,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Across Canyon From Campground; Chiricahua National Monument,0,32.01361111,-109.3483333,"32°00'49""N, 109°20'54""W",6/2/2016 12:52,11,urn:uuid:b8c5f3e5-616a-4f48-95b6-2deb47c9a731,http://bellatlas.umn.edu/collections/individual/index.php?occid=695277,782790.1986,,good,"usnic, lecanoric, and 5-chlorocanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782790.1986,782790.1986_0001
782790.1986_0002,148,Flavopunctelia praesignis,743030,MIN,Lichens,PreservedSpecimen,urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02,782790,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55679,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Across Canyon From Campground; Chiricahua National Monument,0,32.01361111,-109.3483333,"32°00'49""N, 109°20'54""W",6/2/2016 12:52,11,urn:uuid:b8c5f3e5-616a-4f48-95b6-2deb47c9a731,http://bellatlas.umn.edu/collections/individual/index.php?occid=695277,782790.1986,,good,"usnic, lecanoric, and 5-chlorocanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782790.1986,782790.1986_0002
782790.1986_0003,148,Flavopunctelia praesignis,743030,MIN,Lichens,PreservedSpecimen,urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02,782790,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55679,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Across Canyon From Campground; Chiricahua National Monument,0,32.01361111,-109.3483333,"32°00'49""N, 109°20'54""W",6/2/2016 12:52,11,urn:uuid:b8c5f3e5-616a-4f48-95b6-2deb47c9a731,http://bellatlas.umn.edu/collections/individual/index.php?occid=695277,782790.1986,,good,"usnic, lecanoric, and 5-chlorocanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782790.1986,782790.1986_0003
783588.1986_0000,149,Flavopunctelia praesignis,763872,MIN,Lichens,PreservedSpecimen,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,783588,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",54758,6/17/1986,1986,6,17,168,17-Jun-86,on ponderosa pine,United States,Arizona,Pima,"Rincon Section, Devil'S Bathtub Spring; Saguaro National Monument",0,32.19694444,-110.5458333,"32°11'49""N, 110°32'45""W",6/2/2016 12:52,11,urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54,http://bellatlas.umn.edu/collections/individual/index.php?occid=696075,783588.1986,,good,"usnic, and lecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,783588.1986,783588.1986_0000
783588.1986_0001,149,Flavopunctelia praesignis,763872,MIN,Lichens,PreservedSpecimen,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,783588,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",54758,6/17/1986,1986,6,17,168,17-Jun-86,on ponderosa pine,United States,Arizona,Pima,"Rincon Section, Devil'S Bathtub Spring; Saguaro National Monument",0,32.19694444,-110.5458333,"32°11'49""N, 110°32'45""W",6/2/2016 12:52,11,urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54,http://bellatlas.umn.edu/collections/individual/index.php?occid=696075,783588.1986,,good,"usnic, and lecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,783588.1986,783588.1986_0001
783588.1986_0002,149,Flavopunctelia praesignis,763872,MIN,Lichens,PreservedSpecimen,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,783588,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",54758,6/17/1986,1986,6,17,168,17-Jun-86,on ponderosa pine,United States,Arizona,Pima,"Rincon Section, Devil'S Bathtub Spring; Saguaro National Monument",0,32.19694444,-110.5458333,"32°11'49""N, 110°32'45""W",6/2/2016 12:52,11,urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54,http://bellatlas.umn.edu/collections/individual/index.php?occid=696075,783588.1986,,good,"usnic, and lecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,783588.1986,783588.1986_0002
783588.1986_0003,149,Flavopunctelia praesignis,763872,MIN,Lichens,PreservedSpecimen,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,783588,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",54758,6/17/1986,1986,6,17,168,17-Jun-86,on ponderosa pine,United States,Arizona,Pima,"Rincon Section, Devil'S Bathtub Spring; Saguaro National Monument",0,32.19694444,-110.5458333,"32°11'49""N, 110°32'45""W",6/2/2016 12:52,11,urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54,http://bellatlas.umn.edu/collections/individual/index.php?occid=696075,783588.1986,,good,"usnic, and lecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,783588.1986,783588.1986_0003
812406.1988_0000,150,Flavopunctelia praesignis,770202,MIN,Lichens,PreservedSpecimen,urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc,812406,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Nash, T.",27409,10/21/1988,1988,10,21,295,21-Oct-88,on pinus cembroides,United States,Arizona,Pima,"Baboquivari Peak, Saddle N of",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:62b18631-ed0b-4094-a707-20c44ef6f572,http://bellatlas.umn.edu/collections/individual/index.php?occid=713757,812406.1988,,good,"usnic, lecanoric, and 5-chlorolecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,812406.1988,812406.1988_0000
812406.1988_0001,150,Flavopunctelia praesignis,770202,MIN,Lichens,PreservedSpecimen,urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc,812406,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Nash, T.",27409,10/21/1988,1988,10,21,295,21-Oct-88,on pinus cembroides,United States,Arizona,Pima,"Baboquivari Peak, Saddle N of",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:62b18631-ed0b-4094-a707-20c44ef6f572,http://bellatlas.umn.edu/collections/individual/index.php?occid=713757,812406.1988,,good,"usnic, lecanoric, and 5-chlorolecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,812406.1988,812406.1988_0001
812406.1988_0002,150,Flavopunctelia praesignis,770202,MIN,Lichens,PreservedSpecimen,urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc,812406,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Nash, T.",27409,10/21/1988,1988,10,21,295,21-Oct-88,on pinus cembroides,United States,Arizona,Pima,"Baboquivari Peak, Saddle N of",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:62b18631-ed0b-4094-a707-20c44ef6f572,http://bellatlas.umn.edu/collections/individual/index.php?occid=713757,812406.1988,,good,"usnic, lecanoric, and 5-chlorolecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,812406.1988,812406.1988_0002
812406.1988_0003,150,Flavopunctelia praesignis,770202,MIN,Lichens,PreservedSpecimen,urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc,812406,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Nash, T.",27409,10/21/1988,1988,10,21,295,21-Oct-88,on pinus cembroides,United States,Arizona,Pima,"Baboquivari Peak, Saddle N of",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:62b18631-ed0b-4094-a707-20c44ef6f572,http://bellatlas.umn.edu/collections/individual/index.php?occid=713757,812406.1988,,good,"usnic, lecanoric, and 5-chlorolecanoric acids",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,812406.1988,812406.1988_0003
782848.1986_0000,151,Flavopunctelia praesignis,763512,MIN,Lichens,PreservedSpecimen,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,782848,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55613,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Upper Bonita Canyon; Chiricahua National Monument,0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W",6/2/2016 12:52,11,urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345,http://bellatlas.umn.edu/collections/individual/index.php?occid=695335,782848.1986,,good,"usnic, and lecanoric acids ",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782848.1986,782848.1986_0000
782848.1986_0001,151,Flavopunctelia praesignis,763512,MIN,Lichens,PreservedSpecimen,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,782848,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55613,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Upper Bonita Canyon; Chiricahua National Monument,0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W",6/2/2016 12:52,11,urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345,http://bellatlas.umn.edu/collections/individual/index.php?occid=695335,782848.1986,,good,"usnic, and lecanoric acids ",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782848.1986,782848.1986_0001
782848.1986_0002,151,Flavopunctelia praesignis,763512,MIN,Lichens,PreservedSpecimen,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,782848,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55613,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Upper Bonita Canyon; Chiricahua National Monument,0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W",6/2/2016 12:52,11,urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345,http://bellatlas.umn.edu/collections/individual/index.php?occid=695335,782848.1986,,good,"usnic, and lecanoric acids ",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782848.1986,782848.1986_0002
782848.1986_0003,151,Flavopunctelia praesignis,763512,MIN,Lichens,PreservedSpecimen,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,782848,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55613,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Upper Bonita Canyon; Chiricahua National Monument,0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W",6/2/2016 12:52,11,urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345,http://bellatlas.umn.edu/collections/individual/index.php?occid=695335,782848.1986,,good,"usnic, and lecanoric acids ",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782848.1986,782848.1986_0003
782848.1986_0004,151,Flavopunctelia praesignis,763512,MIN,Lichens,PreservedSpecimen,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,782848,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,praesignis,"Wetmore, C.",55613,7/6/1986,1986,7,6,187,6-Jul-86,on silver leaf oak,United States,Arizona,Cochise,Upper Bonita Canyon; Chiricahua National Monument,0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W",6/2/2016 12:52,11,urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345,http://bellatlas.umn.edu/collections/individual/index.php?occid=695335,782848.1986,,good,"usnic, and lecanoric acids ",Egan. R,On archive,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,782848.1986,782848.1986_0004
907912.2008_0000,152,Flavopunctelia soredica,NA,,,,,907912,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97244,7/9/2008,2008,7,9,191,9-Jul-08,on silver maple,United States,Minnesota,Anoka,Nw Anoka; Mississippi River Regional Park,0,45.20916667,-93.41861111,"45°12'33""N, 93°25'07""W",6/2/2016 12:52,11,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,http://bellatlas.umn.edu/collections/individual/index.php?occid=763512,907912.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907912.2008,907912.2008_0000
907912.2008_0001,152,Flavopunctelia soredica,NA,,,,,907912,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97244,7/9/2008,2008,7,9,191,9-Jul-08,on silver maple,United States,Minnesota,Anoka,Nw Anoka; Mississippi River Regional Park,0,45.20916667,-93.41861111,"45°12'33""N, 93°25'07""W",6/2/2016 12:52,11,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,http://bellatlas.umn.edu/collections/individual/index.php?occid=763512,907912.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907912.2008,907912.2008_0001
907912.2008_0002,152,Flavopunctelia soredica,NA,,,,,907912,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97244,7/9/2008,2008,7,9,191,9-Jul-08,on silver maple,United States,Minnesota,Anoka,Nw Anoka; Mississippi River Regional Park,0,45.20916667,-93.41861111,"45°12'33""N, 93°25'07""W",6/2/2016 12:52,11,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,http://bellatlas.umn.edu/collections/individual/index.php?occid=763512,907912.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907912.2008,907912.2008_0002
907912.2008_0003,152,Flavopunctelia soredica,NA,,,,,907912,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97244,7/9/2008,2008,7,9,191,9-Jul-08,on silver maple,United States,Minnesota,Anoka,Nw Anoka; Mississippi River Regional Park,0,45.20916667,-93.41861111,"45°12'33""N, 93°25'07""W",6/2/2016 12:52,11,urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201,http://bellatlas.umn.edu/collections/individual/index.php?occid=763512,907912.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907912.2008,907912.2008_0003
907970.2008_0000,153,Flavopunctelia soredica,NA,,,,,907970,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97264,7/9/2008,2008,7,9,191,9-Jul-08,on fallen jack pine,United States,Minnesota,Anoka,"Anoka, N of Cloquet Island; Mississippi River Regional Park",0,45.22583333,-93.45694444,"45°13'33""N, 93°27'25""W",6/2/2016 12:52,11,urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99,http://bellatlas.umn.edu/collections/individual/index.php?occid=763570,907970.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907970.2008,907970.2008_0000
907970.2008_0001,153,Flavopunctelia soredica,NA,,,,,907970,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97264,7/9/2008,2008,7,9,191,9-Jul-08,on fallen jack pine,United States,Minnesota,Anoka,"Anoka, N of Cloquet Island; Mississippi River Regional Park",0,45.22583333,-93.45694444,"45°13'33""N, 93°27'25""W",6/2/2016 12:52,11,urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99,http://bellatlas.umn.edu/collections/individual/index.php?occid=763570,907970.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907970.2008,907970.2008_0001
907970.2008_0002,153,Flavopunctelia soredica,NA,,,,,907970,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97264,7/9/2008,2008,7,9,191,9-Jul-08,on fallen jack pine,United States,Minnesota,Anoka,"Anoka, N of Cloquet Island; Mississippi River Regional Park",0,45.22583333,-93.45694444,"45°13'33""N, 93°27'25""W",6/2/2016 12:52,11,urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99,http://bellatlas.umn.edu/collections/individual/index.php?occid=763570,907970.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907970.2008,907970.2008_0002
907970.2008_0003,153,Flavopunctelia soredica,NA,,,,,907970,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97264,7/9/2008,2008,7,9,191,9-Jul-08,on fallen jack pine,United States,Minnesota,Anoka,"Anoka, N of Cloquet Island; Mississippi River Regional Park",0,45.22583333,-93.45694444,"45°13'33""N, 93°27'25""W",6/2/2016 12:52,11,urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99,http://bellatlas.umn.edu/collections/individual/index.php?occid=763570,907970.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,907970.2008,907970.2008_0003
874339.2001_0000,154,Flavopunctelia soredica,NA,,,,,874339,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",87230,7/28/2001,2001,7,28,209,28-Jul-01,on balsam fir,United States,Minnesota,Saint Louis,1.5 Mi N of Pfeifer Lake; Superior National Forest,0,47.76555556,-92.46305556,"47°45'56""N, 92°27'47""W",6/2/2016 12:52,11,urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510,http://bellatlas.umn.edu/collections/individual/index.php?occid=742842,874339.2001,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,874339.2001,874339.2001_0000
874339.2001_0001,154,Flavopunctelia soredica,NA,,,,,874339,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",87230,7/28/2001,2001,7,28,209,28-Jul-01,on balsam fir,United States,Minnesota,Saint Louis,1.5 Mi N of Pfeifer Lake; Superior National Forest,0,47.76555556,-92.46305556,"47°45'56""N, 92°27'47""W",6/2/2016 12:52,11,urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510,http://bellatlas.umn.edu/collections/individual/index.php?occid=742842,874339.2001,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,874339.2001,874339.2001_0001
874339.2001_0002,154,Flavopunctelia soredica,NA,,,,,874339,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",87230,7/28/2001,2001,7,28,209,28-Jul-01,on balsam fir,United States,Minnesota,Saint Louis,1.5 Mi N of Pfeifer Lake; Superior National Forest,0,47.76555556,-92.46305556,"47°45'56""N, 92°27'47""W",6/2/2016 12:52,11,urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510,http://bellatlas.umn.edu/collections/individual/index.php?occid=742842,874339.2001,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,874339.2001,874339.2001_0002
874339.2001_0003,154,Flavopunctelia soredica,NA,,,,,874339,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",87230,7/28/2001,2001,7,28,209,28-Jul-01,on balsam fir,United States,Minnesota,Saint Louis,1.5 Mi N of Pfeifer Lake; Superior National Forest,0,47.76555556,-92.46305556,"47°45'56""N, 92°27'47""W",6/2/2016 12:52,11,urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510,http://bellatlas.umn.edu/collections/individual/index.php?occid=742842,874339.2001,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,874339.2001,874339.2001_0003
908288.2008_0000,155,Flavopunctelia soredica,NA,,,,,908288,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97429,8/12/2008,2008,8,12,225,12-Aug-08,on fallen balsam fir,United States,Minnesota,Cook,Mt. Josephine Ne of Grand Portage,0,47.98305556,-89.65972222,"47°58'59""N, 89°39'35""W",6/2/2016 12:52,11,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,http://bellatlas.umn.edu/collections/individual/index.php?occid=763872,908288.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,908288.2008,908288.2008_0000
908288.2008_0001,155,Flavopunctelia soredica,NA,,,,,908288,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97429,8/12/2008,2008,8,12,225,12-Aug-08,on fallen balsam fir,United States,Minnesota,Cook,Mt. Josephine Ne of Grand Portage,0,47.98305556,-89.65972222,"47°58'59""N, 89°39'35""W",6/2/2016 12:52,11,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,http://bellatlas.umn.edu/collections/individual/index.php?occid=763872,908288.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,908288.2008,908288.2008_0001
908288.2008_0002,155,Flavopunctelia soredica,NA,,,,,908288,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97429,8/12/2008,2008,8,12,225,12-Aug-08,on fallen balsam fir,United States,Minnesota,Cook,Mt. Josephine Ne of Grand Portage,0,47.98305556,-89.65972222,"47°58'59""N, 89°39'35""W",6/2/2016 12:52,11,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,http://bellatlas.umn.edu/collections/individual/index.php?occid=763872,908288.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,908288.2008,908288.2008_0002
908288.2008_0003,155,Flavopunctelia soredica,NA,,,,,908288,Fungi,Ascomycota,(Nyl.) Hale,Flavopunctelia,soredica,"Wetmore, C.",97429,8/12/2008,2008,8,12,225,12-Aug-08,on fallen balsam fir,United States,Minnesota,Cook,Mt. Josephine Ne of Grand Portage,0,47.98305556,-89.65972222,"47°58'59""N, 89°39'35""W",6/2/2016 12:52,11,urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310,http://bellatlas.umn.edu/collections/individual/index.php?occid=763872,908288.2008,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,908288.2008,908288.2008_0003
15989.1886_0000,156,Graphis scripta,NA,,,,,15989,,,,,,"Arthur, J.",39,,1886,NA,NA,NA,,on birch,,,,,NA,NA,NA,,,NA,,,15989.1886,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15989.1886,15989.1886_0000
15989.1886_0001,156,Graphis scripta,NA,,,,,15989,,,,,,"Arthur, J.",39,,1886,NA,NA,NA,,on birch,,,,,NA,NA,NA,,,NA,,,15989.1886,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15989.1886,15989.1886_0001
15989.1886_0002,156,Graphis scripta,NA,,,,,15989,,,,,,"Arthur, J.",39,,1886,NA,NA,NA,,on birch,,,,,NA,NA,NA,,,NA,,,15989.1886,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15989.1886,15989.1886_0002
15989.1886_0003,156,Graphis scripta,NA,,,,,15989,,,,,,"Arthur, J.",39,,1886,NA,NA,NA,,on birch,,,,,NA,NA,NA,,,NA,,,15989.1886,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15989.1886,15989.1886_0003
15997.1897_0000,157,Graphis scripta,NA,,,,,15997,,,,,,"Fink, B.",858,,1897,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,15997.1897,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15997.1897,15997.1897_0000
15997.1897_0001,157,Graphis scripta,NA,,,,,15997,,,,,,"Fink, B.",858,,1897,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,15997.1897,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15997.1897,15997.1897_0001
15997.1897_0002,157,Graphis scripta,NA,,,,,15997,,,,,,"Fink, B.",858,,1897,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,15997.1897,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15997.1897,15997.1897_0002
15997.1897_0003,157,Graphis scripta,NA,,,,,15997,,,,,,"Fink, B.",858,,1897,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,15997.1897,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,15997.1897,15997.1897_0003
802632.1988_0000,158,Graphis scripta,NA,,,,,802632,,,,,,"Wetmore, C.",62699,,1988,NA,NA,NA,,on carpinus,,,,,NA,NA,NA,,,NA,,,802632.1988,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,802632.1988,802632.1988_0000
802632.1988_0001,158,Graphis scripta,NA,,,,,802632,,,,,,"Wetmore, C.",62699,,1988,NA,NA,NA,,on carpinus,,,,,NA,NA,NA,,,NA,,,802632.1988,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,802632.1988,802632.1988_0001
802632.1988_0002,158,Graphis scripta,NA,,,,,802632,,,,,,"Wetmore, C.",62699,,1988,NA,NA,NA,,on carpinus,,,,,NA,NA,NA,,,NA,,,802632.1988,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,802632.1988,802632.1988_0002
802632.1988_0003,158,Graphis scripta,NA,,,,,802632,,,,,,"Wetmore, C.",62699,,1988,NA,NA,NA,,on carpinus,,,,,NA,NA,NA,,,NA,,,802632.1988,,,,,,Graphidaceae,Ostropales,Lecanoromycetes,crustose,trentepohlia,802632.1988,802632.1988_0003
